"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"09/22/2002","64","","Azusa","06-037-0002","AQS"
"09/23/2002","87","","Azusa","06-037-0002","AQS"
"09/24/2002","111","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/25/2002","138","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/26/2002","153","","Azusa","06-037-0002","AQS"
"09/27/2002","63","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/28/2002","38","","Azusa","06-037-0002","AQS"
"09/29/2002","42","","Lancaster-Division Street","06-037-9033","AQS"
"09/30/2002","47","","Azusa","06-037-0002","AQS"
"10/01/2002","48","","Azusa","06-037-0002","AQS"
"10/02/2002","55","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/03/2002","58","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/04/2002","62","","Azusa","06-037-0002","AQS"
"10/05/2002","64","","Lynwood","06-037-1301","AQS"
"10/06/2002","62","","Anaheim","06-059-0007","AQS"
"10/07/2002","69","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/08/2002","108","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/09/2002","153","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/10/2002","152","","Azusa","06-037-0002","AQS"
"10/11/2002","103","","Azusa","06-037-0002","AQS"
"10/12/2002","85","","Azusa","06-037-0002","AQS"
"10/13/2002","107","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/14/2002","152","","Not Available","06-037-1601","AQS"
"10/15/2002","160","","Azusa","06-037-0002","AQS"
"10/16/2002","113","","Azusa","06-037-0002","AQS"
"10/17/2002","76","","Lancaster-Division Street","06-037-9033","AQS"
"10/18/2002","83","","Azusa","06-037-0002","AQS"
"10/19/2002","97","","Azusa","06-037-0002","AQS"
"10/20/2002","131","","Mission Viejo","06-059-2022","AQS"
"10/21/2002","129","","Azusa","06-037-0002","AQS"
"10/22/2002","91","","Azusa","06-037-0002","AQS"
"10/23/2002","84","","Burbank","06-037-1002","AQS"
"10/24/2002","104","","Azusa","06-037-0002","AQS"
"10/25/2002","102","","Azusa","06-037-0002","AQS"
"10/26/2002","83","","Lynwood","06-037-1301","AQS"
"10/27/2002","71","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/28/2002","93","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/29/2002","93","","Burbank","06-037-1002","AQS"
"10/30/2002","76","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/31/2002","102","","Azusa","06-037-0002","AQS"
"11/01/2002","118","","Azusa","06-037-0002","AQS"
"11/02/2002","136","","Anaheim","06-059-0007","AQS"
"11/03/2002","108","","Anaheim","06-059-0007","AQS"
"11/04/2002","109","","Lynwood","06-037-1301","AQS"
"11/05/2002","153","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/06/2002","156","","Anaheim","06-059-0007","AQS"
"11/07/2002","112","","Not Available","06-037-1601","AQS"
"11/08/2002","27","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/09/2002","20","","Long Beach (North)","06-037-4002","AQS"
"11/10/2002","43","","Pasadena","06-037-2005","AQS"
"11/11/2002","56","","Long Beach (North)","06-037-4002","AQS"
"11/12/2002","45","","Long Beach (North)","06-037-4002","AQS"
"11/13/2002","77","","Not Available","06-037-1601","AQS"
"11/14/2002","125","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/15/2002","63","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/16/2002","58","","Lynwood","06-037-1301","AQS"
"11/17/2002","79","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/18/2002","71","","Long Beach (North)","06-037-4002","AQS"
"11/19/2002","72","","Not Available","06-037-1601","AQS"
"11/20/2002","64","","Long Beach (North)","06-037-4002","AQS"
"11/21/2002","56","","Long Beach (North)","06-037-4002","AQS"
"11/22/2002","103","","Lynwood","06-037-1301","AQS"
"11/23/2002","99","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/24/2002","132","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/25/2002","102","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/26/2002","54","","Long Beach (North)","06-037-4002","AQS"
"11/27/2002","66","","Long Beach (North)","06-037-4002","AQS"
"11/28/2002","67","","Lynwood","06-037-1301","AQS"
"11/29/2002","35","","Long Beach (North)","06-037-4002","AQS"
"11/30/2002","58","","Long Beach (North)","06-037-4002","AQS"
"12/01/2002","72","","Burbank","06-037-1002","AQS"
"12/02/2002","69","","Anaheim","06-059-0007","AQS"
"12/03/2002","82","","Los Angeles-North Main Street","06-037-1103","AQS"
"12/04/2002","150","","Anaheim","06-059-0007","AQS"
"12/05/2002","125","","Anaheim","06-059-0007","AQS"
"12/06/2002","98","","Long Beach (North)","06-037-4002","AQS"
"12/07/2002","124","","Azusa","06-037-0002","AQS"
"12/08/2002","144","","Anaheim","06-059-0007","AQS"
"12/09/2002","125","","Anaheim","06-059-0007","AQS"
"12/10/2002","114","","Not Available","06-037-1601","AQS"
"12/11/2002","90","","Long Beach (North)","06-037-4002","AQS"
"12/12/2002","104","","Long Beach (North)","06-037-4002","AQS"
"12/13/2002","136","","Lynwood","06-037-1301","AQS"
"12/14/2002","137","","Anaheim","06-059-0007","AQS"
"12/15/2002","85","","Azusa","06-037-0002","AQS"
"12/16/2002","62","","Los Angeles-North Main Street","06-037-1103","AQS"
"12/17/2002","24","","Anaheim","06-059-0007","AQS"
"12/18/2002","49","","Anaheim","06-059-0007","AQS"
"12/19/2002","68","","Burbank","06-037-1002","AQS"
"12/20/2002","29","","Long Beach (North)","06-037-4002","AQS"
"12/21/2002","52","","Long Beach (North)","06-037-4002","AQS"
"12/22/2002","64","","Not Available","06-037-1601","AQS"
"12/23/2002","70","","Long Beach (North)","06-037-4002","AQS"
"12/24/2002","94","","Long Beach (North)","06-037-4002","AQS"
"12/25/2002","150","","Long Beach (North)","06-037-4002","AQS"
"12/26/2002","135","","Long Beach (North)","06-037-4002","AQS"
"12/27/2002","91","","Long Beach (North)","06-037-4002","AQS"
"12/28/2002","71","","Burbank","06-037-1002","AQS"
"12/29/2002","38","","Anaheim","06-059-0007","AQS"
"12/30/2002","58","","Long Beach (North)","06-037-4002","AQS"
"12/31/2002","79","","Lynwood","06-037-1301","AQS"
"01/01/2003","122","","Long Beach (North)","06-037-4002","AQS"
"01/02/2003","53","","Long Beach (North)","06-037-4002","AQS"
"01/03/2003","62","","Not Available","06-037-1601","AQS"
"01/04/2003","61","","Long Beach (North)","06-037-4002","AQS"
"01/05/2003","94","","Long Beach (North)","06-037-4002","AQS"
"01/06/2003","53","","Lynwood","06-037-1301","AQS"
"01/07/2003","36","","Long Beach (North)","06-037-4002","AQS"
"01/08/2003","60","","Anaheim","06-059-0007","AQS"
"01/09/2003","66","","Reseda","06-037-1201","AQS"
"01/10/2003","83","","Azusa","06-037-0002","AQS"
"01/11/2003","92","","Anaheim","06-059-0007","AQS"
"01/12/2003","116","","Anaheim","06-059-0007","AQS"
"01/13/2003","129","","Anaheim","06-059-0007","AQS"
"01/14/2003","113","","Azusa","06-037-0002","AQS"
"01/15/2003","88","","Los Angeles-North Main Street","06-037-1103","AQS"
"01/16/2003","55","","Anaheim","06-059-0007","AQS"
"01/17/2003","58","","Long Beach (North)","06-037-4002","AQS"
"01/18/2003","95","","Lynwood","06-037-1301","AQS"
"01/19/2003","109","","Los Angeles-North Main Street","06-037-1103","AQS"
"01/20/2003","107","","Los Angeles-North Main Street","06-037-1103","AQS"
"01/21/2003","107","","Burbank","06-037-1002","AQS"
"01/22/2003","151","","Azusa","06-037-0002","AQS"
"01/23/2003","158","","Anaheim","06-059-0007","AQS"
"01/24/2003","124","","Not Available","06-037-1601","AQS"
"01/25/2003","73","","Anaheim","06-059-0007","AQS"
"01/26/2003","52","","Long Beach (North)","06-037-4002","AQS"
"01/27/2003","67","","Los Angeles-North Main Street","06-037-1103","AQS"
"01/28/2003","110","","Los Angeles-North Main Street","06-037-1103","AQS"
"01/29/2003","147","","Los Angeles-North Main Street","06-037-1103","AQS"
"01/30/2003","141","","Anaheim","06-059-0007","AQS"
"01/31/2003","59","","Long Beach (North)","06-037-4002","AQS"
"02/01/2003","69","","Long Beach (North)","06-037-4002","AQS"
"02/02/2003","68","","Los Angeles-North Main Street","06-037-1103","AQS"
"02/03/2003","55","","Los Angeles-North Main Street","06-037-1103","AQS"
"02/04/2003","73","","Long Beach (North)","06-037-4002","AQS"
"02/05/2003","73","","Lynwood","06-037-1301","AQS"
"02/06/2003","62","","Long Beach (North)","06-037-4002","AQS"
"02/07/2003","48","","Long Beach (North)","06-037-4002","AQS"
"02/08/2003","66","","Burbank","06-037-1002","AQS"
"02/09/2003","72","","Long Beach (North)","06-037-4002","AQS"
"02/10/2003","53","","Long Beach (North)","06-037-4002","AQS"
"02/11/2003","42","","Burbank","06-037-1002","AQS"
"02/12/2003","28","","Los Angeles-North Main Street","06-037-1103","AQS"
"02/13/2003","46","","Los Angeles-North Main Street","06-037-1103","AQS"
"02/14/2003","59","","Los Angeles-North Main Street","06-037-1103","AQS"
"02/15/2003","68","","Azusa","06-037-0002","AQS"
"02/16/2003","64","","Azusa","06-037-0002","AQS"
"02/17/2003","69","","Anaheim","06-059-0007","AQS"
"02/18/2003","71","","Los Angeles-North Main Street","06-037-1103","AQS"
"02/19/2003","73","","Los Angeles-North Main Street","06-037-1103","AQS"
"02/20/2003","36","","Los Angeles-North Main Street","06-037-1103","AQS"
"02/21/2003","58","","Azusa","06-037-0002","AQS"
"02/22/2003","70","","Los Angeles-North Main Street","06-037-1103","AQS"
"02/23/2003","76","","Burbank","06-037-1002","AQS"
"02/24/2003","34","","Azusa","06-037-0002","AQS"
"02/25/2003","23","","Anaheim","06-059-0007","AQS"
"02/26/2003","48","","Reseda","06-037-1201","AQS"
"02/27/2003","31","","Anaheim","06-059-0007","AQS"
"02/28/2003","44","","Long Beach (North)","06-037-4002","AQS"
"03/01/2003","58","","Reseda","06-037-1201","AQS"
"03/02/2003","52","","Los Angeles-North Main Street","06-037-1103","AQS"
"03/03/2003","54","","Los Angeles-North Main Street","06-037-1103","AQS"
"03/04/2003","97","","Los Angeles-North Main Street","06-037-1103","AQS"
"03/05/2003","58","","Long Beach (North)","06-037-4002","AQS"
"03/06/2003","61","","Los Angeles-North Main Street","06-037-1103","AQS"
"03/07/2003","87","","Lynwood","06-037-1301","AQS"
"03/08/2003","108","","Los Angeles-North Main Street","06-037-1103","AQS"
"03/09/2003","109","","Anaheim","06-059-0007","AQS"
"03/10/2003","97","","Lynwood","06-037-1301","AQS"
"03/11/2003","125","","Los Angeles-North Main Street","06-037-1103","AQS"
"03/12/2003","124","","Los Angeles-North Main Street","06-037-1103","AQS"
"03/13/2003","143","","Burbank","06-037-1002","AQS"
"03/14/2003","108","","Azusa","06-037-0002","AQS"
"03/15/2003","45","","Azusa","06-037-0002","AQS"
"03/16/2003","30","","Los Angeles-North Main Street","06-037-1103","AQS"
"03/17/2003","22","","Long Beach (North)","06-037-4002","AQS"
"03/18/2003","32","","Anaheim","06-059-0007","AQS"
"03/19/2003","54","","Lynwood","06-037-1301","AQS"
"03/20/2003","63","","Los Angeles-North Main Street","06-037-1103","AQS"
"03/21/2003","64","","Azusa","06-037-0002","AQS"
"03/22/2003","76","","Los Angeles-North Main Street","06-037-1103","AQS"
"03/23/2003","85","","Los Angeles-North Main Street","06-037-1103","AQS"
"03/24/2003","80","","Azusa","06-037-0002","AQS"
"03/25/2003","73","","Azusa","06-037-0002","AQS"
"03/26/2003","59","","Anaheim","06-059-0007","AQS"
"03/27/2003","52","","Anaheim","06-059-0007","AQS"
"03/28/2003","47","","Lynwood","06-037-1301","AQS"
"03/29/2003","40","","Los Angeles-North Main Street","06-037-1103","AQS"
"03/30/2003","42","","Azusa","06-037-0002","AQS"
"03/31/2003","58","","Lynwood","06-037-1301","AQS"
"04/01/2003","45","","Azusa","06-037-0002","AQS"
"04/02/2003","28","","Azusa","06-037-0002","AQS"
"04/03/2003","44","","Lynwood","06-037-1301","AQS"
"04/04/2003","33","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/05/2003","29","","Anaheim","06-059-0007","AQS"
"04/06/2003","43","","Long Beach (North)","06-037-4002","AQS"
"04/07/2003","54","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/08/2003","48","","Long Beach (North)","06-037-4002","AQS"
"04/09/2003","66","","Lynwood","06-037-1301","AQS"
"04/10/2003","72","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/11/2003","74","","Azusa","06-037-0002","AQS"
"04/12/2003","25","","Lancaster-Division Street","06-037-9033","AQS"
"04/13/2003","18","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/14/2003","25","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/15/2003","33","","Lynwood","06-037-1301","AQS"
"04/16/2003","43","","Azusa","06-037-0002","AQS"
"04/17/2003","39","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/18/2003","41","","Azusa","06-037-0002","AQS"
"04/19/2003","56","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/20/2003","64","","Long Beach (North)","06-037-4002","AQS"
"04/21/2003","47","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/22/2003","48","","Anaheim","06-059-0007","AQS"
"04/23/2003","41","","Azusa","06-037-0002","AQS"
"04/24/2003","43","","Burbank","06-037-1002","AQS"
"04/25/2003","30","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/26/2003","37","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/27/2003","70","","Lancaster-Division Street","06-037-9033","AQS"
"04/28/2003","30","","Azusa","06-037-0002","AQS"
"04/29/2003","38","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/30/2003","40","","Burbank","06-037-1002","AQS"
"05/01/2003","51","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/02/2003","43","","Azusa","06-037-0002","AQS"
"05/03/2003","26","","Lynwood","06-037-1301","AQS"
"05/04/2003","29","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/05/2003","54","","Azusa","06-037-0002","AQS"
"05/06/2003","60","","Azusa","06-037-0002","AQS"
"05/07/2003","37","","Azusa","06-037-0002","AQS"
"05/08/2003","43","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/09/2003","36","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/10/2003","48","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/11/2003","53","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/12/2003","64","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/13/2003","88","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/14/2003","78","","Azusa","06-037-0002","AQS"
"05/15/2003","75","","Burbank","06-037-1002","AQS"
"05/16/2003","84","","Azusa","06-037-0002","AQS"
"05/17/2003","84","","Azusa","06-037-0002","AQS"
"05/18/2003","85","","Azusa","06-037-0002","AQS"
"05/19/2003","108","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/20/2003","122","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/21/2003","83","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/22/2003","99","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/23/2003","104","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/24/2003","85","","Azusa","06-037-0002","AQS"
"05/25/2003","70","","Azusa","06-037-0002","AQS"
"05/26/2003","73","","Azusa","06-037-0002","AQS"
"05/27/2003","111","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/28/2003","97","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/29/2003","87","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/30/2003","84","","Azusa","06-037-0002","AQS"
"05/31/2003","78","","Los Angeles-North Main Street","06-037-1103","AQS"
"06/01/2003","97","","Azusa","06-037-0002","AQS"
"06/02/2003","116","","Burbank","06-037-1002","AQS"
"06/03/2003","77","","Azusa","06-037-0002","AQS"
"06/04/2003","58","","Azusa","06-037-0002","AQS"
"06/05/2003","77","","Azusa","06-037-0002","AQS"
"06/06/2003","54","","Anaheim","06-059-0007","AQS"
"06/07/2003","65","","Los Angeles-North Main Street","06-037-1103","AQS"
"06/08/2003","95","","Burbank","06-037-1002","AQS"
"06/09/2003","58","","Azusa","06-037-0002","AQS"
"06/10/2003","49","","Azusa","06-037-0002","AQS"
"06/11/2003","55","","Azusa","06-037-0002","AQS"
"06/12/2003","59","","Azusa","06-037-0002","AQS"
"06/13/2003","63","","Azusa","06-037-0002","AQS"
"06/14/2003","71","","Los Angeles-North Main Street","06-037-1103","AQS"
"06/15/2003","71","","Azusa","06-037-0002","AQS"
"06/16/2003","105","","Los Angeles-North Main Street","06-037-1103","AQS"
"06/17/2003","104","","Burbank","06-037-1002","AQS"
"06/18/2003","96","","Azusa","06-037-0002","AQS"
"06/19/2003","66","","Azusa","06-037-0002","AQS"
"06/20/2003","56","","Pasadena","06-037-2005","AQS"
"06/21/2003","54","","Azusa","06-037-0002","AQS"
"06/22/2003","59","","Azusa","06-037-0002","AQS"
"06/23/2003","58","","Azusa","06-037-0002","AQS"
"06/24/2003","56","","Azusa","06-037-0002","AQS"
"06/25/2003","64","","Azusa","06-037-0002","AQS"
"06/26/2003","72","","Azusa","06-037-0002","AQS"
"06/27/2003","74","","Azusa","06-037-0002","AQS"
"06/28/2003","92","","Los Angeles-North Main Street","06-037-1103","AQS"
"06/29/2003","87","","Lynwood","06-037-1301","AQS"
"06/30/2003","85","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/01/2003","64","","Long Beach (North)","06-037-4002","AQS"
"07/02/2003","79","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/03/2003","64","","Azusa","06-037-0002","AQS"
"07/04/2003","158","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/05/2003","185","","Azusa","06-037-0002","AQS"
"07/06/2003","67","","Azusa","06-037-0002","AQS"
"07/07/2003","70","","Azusa","06-037-0002","AQS"
"07/08/2003","85","","Burbank","06-037-1002","AQS"
"07/09/2003","113","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/10/2003","99","","Azusa","06-037-0002","AQS"
"07/11/2003","73","","Burbank","06-037-1002","AQS"
"07/12/2003","75","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/13/2003","80","","Azusa","06-037-0002","AQS"
"07/14/2003","84","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/15/2003","70","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/16/2003","68","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/17/2003","82","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/18/2003","74","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/19/2003","69","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/20/2003","64","","Azusa","06-037-0002","AQS"
"07/21/2003","61","","Long Beach (North)","06-037-4002","AQS"
"07/22/2003","57","","Azusa","06-037-0002","AQS"
"07/23/2003","82","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/24/2003","79","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/25/2003","71","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/26/2003","63","","Azusa","06-037-0002","AQS"
"07/27/2003","56","","Azusa","06-037-0002","AQS"
"07/28/2003","62","","Azusa","06-037-0002","AQS"
"07/29/2003","71","","Lynwood","06-037-1301","AQS"
"07/30/2003","61","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/31/2003","60","","Azusa","06-037-0002","AQS"
"08/01/2003","45","","Reseda","06-037-1201","AQS"
"08/02/2003","42","","Azusa","06-037-0002","AQS"
"08/03/2003","49","","Azusa","06-037-0002","AQS"
"08/04/2003","55","","Azusa","06-037-0002","AQS"
"08/05/2003","54","","Azusa","06-037-0002","AQS"
"08/06/2003","56","","Azusa","06-037-0002","AQS"
"08/07/2003","55","","Burbank","06-037-1002","AQS"
"08/08/2003","58","","Los Angeles-North Main Street","06-037-1103","AQS"
"08/09/2003","57","","Los Angeles-North Main Street","06-037-1103","AQS"
"08/10/2003","59","","Long Beach (South)","06-037-4004","AQS"
"08/11/2003","64","","Los Angeles-North Main Street","06-037-1103","AQS"
"08/12/2003","72","","Los Angeles-North Main Street","06-037-1103","AQS"
"08/13/2003","73","","Los Angeles-North Main Street","06-037-1103","AQS"
"08/14/2003","66","","Los Angeles-North Main Street","06-037-1103","AQS"
"08/15/2003","67","","Los Angeles-North Main Street","06-037-1103","AQS"
"08/16/2003","63","","Los Angeles-North Main Street","06-037-1103","AQS"
"08/17/2003","60","","Azusa","06-037-0002","AQS"
"08/18/2003","61","","Los Angeles-North Main Street","06-037-1103","AQS"
"08/19/2003","64","","Azusa","06-037-0002","AQS"
"08/20/2003","70","","Los Angeles-North Main Street","06-037-1103","AQS"
"08/21/2003","58","","Azusa","06-037-0002","AQS"
"08/22/2003","42","","Azusa","06-037-0002","AQS"
"08/23/2003","41","","Azusa","06-037-0002","AQS"
"08/24/2003","50","","Azusa","06-037-0002","AQS"
"08/25/2003","62","","Long Beach (South)","06-037-4004","AQS"
"08/26/2003","64","","Long Beach (North)","06-037-4002","AQS"
"08/27/2003","70","","Azusa","06-037-0002","AQS"
"08/28/2003","69","","Azusa","06-037-0002","AQS"
"08/29/2003","67","","Azusa","06-037-0002","AQS"
"08/30/2003","68","","Azusa","06-037-0002","AQS"
"08/31/2003","73","","Azusa","06-037-0002","AQS"
"09/01/2003","72","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/02/2003","76","","Azusa","06-037-0002","AQS"
"09/03/2003","59","","Burbank","06-037-1002","AQS"
"09/04/2003","67","","Azusa","06-037-0002","AQS"
"09/05/2003","73","","Azusa","06-037-0002","AQS"
"09/06/2003","67","","Azusa","06-037-0002","AQS"
"09/07/2003","62","","Azusa","06-037-0002","AQS"
"09/08/2003","60","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/09/2003","54","","Burbank","06-037-1002","AQS"
"09/10/2003","67","","Azusa","06-037-0002","AQS"
"09/11/2003","83","","Azusa","06-037-0002","AQS"
"09/12/2003","104","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/13/2003","93","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/14/2003","96","","Long Beach (North)","06-037-4002","AQS"
"09/15/2003","110","","Burbank","06-037-1002","AQS"
"09/16/2003","117","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/17/2003","82","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/18/2003","84","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/19/2003","84","","Azusa","06-037-0002","AQS"
"09/20/2003","114","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/21/2003","97","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/22/2003","111","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/23/2003","105","","Anaheim","06-059-0007","AQS"
"09/24/2003","109","","Burbank","06-037-1002","AQS"
"09/25/2003","90","","Azusa","06-037-0002","AQS"
"09/26/2003","86","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/27/2003","147","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/28/2003","156","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/29/2003","151","","Los Angeles-North Main Street","06-037-1103","AQS"
"09/30/2003","140","","Burbank","06-037-1002","AQS"
"10/01/2003","63","","Anaheim","06-059-0007","AQS"
"10/02/2003","108","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/03/2003","69","","Burbank","06-037-1002","AQS"
"10/04/2003","75","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/05/2003","91","","Anaheim","06-059-0007","AQS"
"10/06/2003","150","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/07/2003","160","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/08/2003","152","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/09/2003","153","","Burbank","06-037-1002","AQS"
"10/10/2003","73","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/11/2003","64","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/12/2003","65","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/13/2003","84","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/14/2003","95","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/15/2003","105","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/16/2003","131","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/17/2003","132","","Long Beach (North)","06-037-4002","AQS"
"10/18/2003","75","","Not Available","06-037-1601","AQS"
"10/19/2003","83","","Long Beach (South)","06-037-4004","AQS"
"10/20/2003","71","","Long Beach (South)","06-037-4004","AQS"
"10/21/2003","75","","Lynwood","06-037-1301","AQS"
"10/22/2003","71","","Azusa","06-037-0002","AQS"
"10/23/2003","72","","Anaheim","06-059-0007","AQS"
"10/24/2003","131","","Los Angeles-North Main Street","06-037-1103","AQS"
"10/25/2003","146","","Anaheim","06-059-0007","AQS"
"10/26/2003","182","","Long Beach (North)","06-037-4002","AQS"
"10/27/2003","178","","Long Beach (South)","06-037-4004","AQS"
"10/28/2003","172","","Long Beach (South)","06-037-4004","AQS"
"10/29/2003","159","","Azusa","06-037-0002","AQS"
"10/30/2003","46","","Lynwood","06-037-1301","AQS"
"10/31/2003","41","","Azusa","06-037-0002","AQS"
"11/01/2003","43","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/02/2003","71","","Lynwood","06-037-1301","AQS"
"11/03/2003","57","","Long Beach (North)","06-037-4002","AQS"
"11/04/2003","63","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/05/2003","83","","Azusa","06-037-0002","AQS"
"11/06/2003","110","","Anaheim","06-059-0007","AQS"
"11/07/2003","97","","Anaheim","06-059-0007","AQS"
"11/08/2003","80","","Not Available","06-037-1601","AQS"
"11/09/2003","62","","Anaheim","06-059-0007","AQS"
"11/10/2003","45","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/11/2003","65","","Lynwood","06-037-1301","AQS"
"11/12/2003","55","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/13/2003","55","","Long Beach (South)","06-037-4004","AQS"
"11/14/2003","72","","Lynwood","06-037-1301","AQS"
"11/15/2003","54","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/16/2003","52","","Long Beach (North)","06-037-4002","AQS"
"11/17/2003","73","","Lynwood","06-037-1301","AQS"
"11/18/2003","111","","Long Beach (South)","06-037-4004","AQS"
"11/19/2003","64","","Long Beach (South)","06-037-4004","AQS"
"11/20/2003","98","","Lynwood","06-037-1301","AQS"
"11/21/2003","86","","Azusa","06-037-0002","AQS"
"11/22/2003","48","","Long Beach (South)","06-037-4004","AQS"
"11/23/2003","72","","Lynwood","06-037-1301","AQS"
"11/24/2003","64","","Anaheim","06-059-0007","AQS"
"11/25/2003","67","","Los Angeles-North Main Street","06-037-1103","AQS"
"11/26/2003","96","","Lynwood","06-037-1301","AQS"
"11/27/2003","58","","Long Beach (North)","06-037-4002","AQS"
"11/28/2003","40","","Long Beach (North)","06-037-4002","AQS"
"11/29/2003","70","","Long Beach (South)","06-037-4004","AQS"
"11/30/2003","96","","Long Beach (North)","06-037-4002","AQS"
"12/01/2003","109","","Los Angeles-North Main Street","06-037-1103","AQS"
"12/02/2003","133","","Not Available","06-037-1601","AQS"
"12/03/2003","103","","Anaheim","06-059-0007","AQS"
"12/04/2003","121","","Anaheim","06-059-0007","AQS"
"12/05/2003","157","","Los Angeles-North Main Street","06-037-1103","AQS"
"12/06/2003","154","","Azusa","06-037-0002","AQS"
"12/07/2003","95","","Azusa","06-037-0002","AQS"
"12/08/2003","59","","Not Available","06-037-1601","AQS"
"12/09/2003","64","","Long Beach (North)","06-037-4002","AQS"
"12/10/2003","63","","Los Angeles-North Main Street","06-037-1103","AQS"
